date,decision,prob,explanation,strategic_journal,feeling_log,position,next_return_1d,strategy_return,cumulative_return,position_duration,position_changed,previous_decision,previous_return
2017-01-10,SELL,0.49,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.2829564987438804,-0.2829564987438804,-2.9718144100023824,3,False,SELL,-0.0
2017-01-11,SELL,0.41,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.2144753265474808,0.2144753265474808,-2.7573390834549016,4,False,SELL,-0.2829564987438804
2017-01-12,SELL,0.75,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.184986170081558,-0.184986170081558,-2.9423252535364597,5,False,SELL,0.2144753265474808
2017-01-13,SELL,0.57,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.2967502549854006,0.2967502549854006,-2.645574998551059,6,False,SELL,-0.184986170081558
2017-01-17,HOLD,0.63,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.1763753973958115,0.0,-2.645574998551059,1,True,SELL,0.2967502549854006
2017-01-18,HOLD,0.77,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.3609329677052963,-0.0,-2.645574998551059,2,False,HOLD,0.0
2017-01-19,HOLD,0.63,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.3366185299223723,0.0,-2.645574998551059,3,False,HOLD,-0.0
2017-01-20,SELL,0.6,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.2690077532349177,0.2690077532349177,-2.3765672453161413,1,True,HOLD,0.0
2017-01-23,HOLD,0.49,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.6564541762317022,0.0,-2.3765672453161413,1,True,SELL,0.2690077532349177
2017-01-24,BUY,0.86,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.8026069375062894,0.8026069375062894,-1.5739603078098519,1,True,HOLD,0.0
2017-01-25,HOLD,0.42,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.0735303715241664,-0.0,-1.5739603078098519,1,True,BUY,0.8026069375062894
2017-01-26,SELL,0.69,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.0866468119198105,0.0866468119198105,-1.4873134958900414,1,True,HOLD,-0.0
2017-01-27,BUY,0.77,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.6009526341248739,-0.6009526341248739,-2.0882661300149152,1,True,SELL,0.0866468119198105
2017-01-30,SELL,0.89,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.0889999561576648,0.0889999561576648,-1.9992661738572504,1,True,BUY,-0.6009526341248739
2017-01-31,SELL,0.47,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.0298393502042859,-0.0298393502042859,-2.0291055240615363,2,False,SELL,0.0889999561576648
2017-02-01,SELL,0.68,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.0570287995437679,-0.0570287995437679,-2.0861343236053043,3,False,SELL,-0.0298393502042859
2017-02-02,SELL,0.68,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.7264835478001608,-0.7264835478001608,-2.812617871405465,4,False,SELL,-0.0570287995437679
2017-02-03,HOLD,0.47,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,-0.2115416423640437,-0.0,-2.812617871405465,1,True,SELL,-0.7264835478001608
2017-02-06,SELL,0.8,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.0226820672087013,-0.0226820672087013,-2.8352999386141664,1,True,HOLD,-0.0
2017-02-07,BUY,0.72,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.0693390548956118,0.0693390548956118,-2.7659608837185545,1,True,SELL,-0.0226820672087013
2017-02-08,SELL,0.52,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.5752461138202714,-0.5752461138202714,-3.341206997538826,1,True,BUY,0.0693390548956118
2017-02-09,SELL,0.63,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.3566058746809819,-0.3566058746809819,-3.697812872219808,2,False,SELL,-0.5752461138202714
2017-02-10,SELL,0.45,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.5245887483269263,-0.5245887483269263,-4.222401620546734,3,False,SELL,-0.3566058746809819
2017-02-13,HOLD,0.55,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.4007301621389514,0.0,-4.222401620546734,1,True,SELL,-0.5245887483269263
2017-02-14,SELL,0.73,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.4992342508064018,-0.4992342508064018,-4.7216358713531354,1,True,HOLD,0.0
2017-02-15,SELL,0.71,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.0864105565606121,0.0864105565606121,-4.635225314792524,2,False,SELL,-0.4992342508064018
2017-02-16,SELL,0.79,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.1678581470846429,-0.1678581470846429,-4.803083461877167,3,False,SELL,0.0864105565606121
2017-02-17,HOLD,0.72,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.604807839534538,0.0,-4.803083461877167,1,True,SELL,-0.1678581470846429
2017-02-21,BUY,0.64,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.1082278534527247,-0.1082278534527247,-4.9113113153298915,1,True,HOLD,0.0
2017-02-22,HOLD,0.5,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.0418990866845492,0.0,-4.9113113153298915,1,True,BUY,-0.1082278534527247
2017-02-23,HOLD,0.48,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.1493351834538359,0.0,-4.9113113153298915,2,False,HOLD,0.0
2017-02-24,BUY,0.51,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.1018020225231675,0.1018020225231675,-4.809509292806724,1,True,HOLD,0.0
2017-02-27,SELL,0.56,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.2578331047578874,0.2578331047578874,-4.551676188048837,1,True,BUY,0.1018020225231675
2017-02-28,SELL,0.4,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,1.367382511719217,-1.367382511719217,-5.919058699768054,2,False,SELL,0.2578331047578874
2017-03-01,SELL,0.49,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.5859864104576062,0.5859864104576062,-5.333072289310447,3,False,SELL,-1.367382511719217
2017-03-02,HOLD,0.56,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.0503795257607242,0.0,-5.333072289310447,1,True,SELL,0.5859864104576062
2017-03-03,HOLD,0.76,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,-0.3277216422169271,-0.0,-5.333072289310447,2,False,HOLD,0.0
2017-03-06,SELL,0.88,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.2913303947695289,0.2913303947695289,-5.041741894540919,1,True,HOLD,-0.0
2017-03-07,HOLD,0.83,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.2284252171306233,-0.0,-5.041741894540919,1,True,SELL,0.2913303947695289
2017-03-08,BUY,0.83,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.0799837493334676,0.0799837493334676,-4.961758145207451,1,True,HOLD,-0.0
2017-03-09,HOLD,0.83,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.3268678616583642,0.0,-4.961758145207451,1,True,BUY,0.0799837493334676
2017-03-10,SELL,0.51,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.03666863356655,-0.03666863356655,-4.998426778774001,1,True,HOLD,0.0
2017-03-13,HOLD,0.9,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.3379018904810293,-0.0,-4.998426778774001,1,True,SELL,-0.03666863356655
2017-03-14,SELL,0.75,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.8374727853051489,-0.8374727853051489,-5.83589956407915,1,True,HOLD,-0.0
2017-03-15,HOLD,0.63,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.1626657052061442,-0.0,-5.83589956407915,1,True,SELL,-0.8374727853051489
2017-03-16,HOLD,0.83,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.1314363940236429,-0.0,-5.83589956407915,2,False,HOLD,-0.0
2017-03-17,BUY,0.46,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.200988121517931,-0.200988121517931,-6.036887685597081,1,True,HOLD,-0.0
2017-03-20,SELL,0.43,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-1.2407993359932812,1.2407993359932812,-4.7960883496038,1,True,BUY,-0.200988121517931
2017-03-21,BUY,0.85,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.1889915615054471,0.1889915615054471,-4.607096788098353,1,True,SELL,1.2407993359932812
2017-03-22,HOLD,0.73,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.1060273797611088,-0.0,-4.607096788098353,1,True,BUY,0.1889915615054471
2017-03-23,BUY,0.85,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.0844004160343803,-0.0844004160343803,-4.691497204132733,1,True,HOLD,-0.0
2017-03-24,SELL,0.72,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.101963327332144,0.101963327332144,-4.589533876800589,1,True,BUY,-0.0844004160343803
2017-03-27,BUY,0.5,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.7251482966702083,0.7251482966702083,-3.8643855801303806,1,True,SELL,0.101963327332144
2017-03-28,BUY,0.4,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.1085403443612076,0.1085403443612076,-3.755845235769173,2,False,BUY,0.7251482966702083
2017-03-29,SELL,0.62,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.2935035343246683,-0.2935035343246683,-4.049348770093841,1,True,BUY,0.1085403443612076
2017-03-30,BUY,0.71,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.2255010430479043,-0.2255010430479043,-4.274849813141746,1,True,SELL,-0.2935035343246683
2017-03-31,SELL,0.47,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.1642175120200262,0.1642175120200262,-4.110632301121719,1,True,BUY,-0.2255010430479043
2017-04-03,SELL,0.69,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.0559597090094898,-0.0559597090094898,-4.166592010131209,2,False,SELL,0.1642175120200262
2017-04-04,SELL,0.81,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.3054877635414565,0.3054877635414565,-3.8611042465897527,3,False,SELL,-0.0559597090094898
2017-04-05,HOLD,0.71,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.1929492764402018,0.0,-3.8611042465897527,1,True,SELL,0.3054877635414565
2017-04-06,HOLD,0.48,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,-0.0827150910502227,-0.0,-3.8611042465897527,2,False,HOLD,0.0
2017-04-07,HOLD,0.82,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.0687740390738378,0.0,-3.8611042465897527,3,False,HOLD,-0.0
2017-04-10,SELL,0.59,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.1433928965364983,0.1433928965364983,-3.7177113500532544,1,True,HOLD,0.0
2017-04-11,BUY,0.41,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.3759909592230492,-0.3759909592230492,-4.093702309276304,1,True,SELL,0.1433928965364983
2017-04-12,HOLD,0.58,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.6814702357852864,-0.0,-4.093702309276304,1,True,BUY,-0.3759909592230492
2017-04-13,HOLD,0.49,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.8613323600764389,0.0,-4.093702309276304,2,False,HOLD,-0.0
2017-04-17,SELL,0.61,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.2903350773304614,0.2903350773304614,-3.8033672319458423,1,True,HOLD,0.0
2017-04-18,BUY,0.59,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.1716342397499737,-0.1716342397499737,-3.975001471695816,1,True,SELL,0.2903350773304614
2017-04-19,SELL,0.72,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.7557192163101911,-0.7557192163101911,-4.7307206880060075,1,True,BUY,-0.1716342397499737
2017-04-20,SELL,0.45,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.3035010866612397,0.3035010866612397,-4.427219601344768,2,False,SELL,-0.7557192163101911
2017-04-21,BUY,0.56,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,1.0840085324159476,1.0840085324159476,-3.34321106892882,1,True,SELL,0.3035010866612397
2017-04-24,HOLD,0.64,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.6090600846618832,0.0,-3.34321106892882,1,True,BUY,1.0840085324159476
2017-04-25,BUY,0.52,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.0485638090772622,-0.0485638090772622,-3.3917748780060823,1,True,HOLD,0.0
2017-04-26,SELL,0.47,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.0552891160024326,-0.0552891160024326,-3.447063994008515,1,True,BUY,-0.0485638090772622
2017-04-27,HOLD,0.66,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.1913118466826069,-0.0,-3.447063994008515,1,True,SELL,-0.0552891160024326
2017-04-28,SELL,0.66,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.173223722842053,-0.173223722842053,-3.620287716850568,1,True,HOLD,-0.0
2017-05-01,SELL,0.89,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.1189115406999841,-0.1189115406999841,-3.739199257550552,2,False,SELL,-0.173223722842053
2017-05-02,HOLD,0.61,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.1271344153698783,-0.0,-3.739199257550552,1,True,SELL,-0.1189115406999841
2017-05-03,HOLD,0.67,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.0582045366039452,0.0,-3.739199257550552,2,False,HOLD,-0.0
2017-05-04,SELL,0.7,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.4088687267735702,-0.4088687267735702,-4.148067984324122,1,True,HOLD,0.0
2017-05-05,BUY,0.82,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.0037511097032982,0.0037511097032982,-4.144316874620824,1,True,SELL,-0.4088687267735702
2017-05-08,SELL,0.44,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.1025264860088914,0.1025264860088914,-4.041790388611933,1,True,BUY,0.0037511097032982
2017-05-09,BUY,0.73,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.1130617625953345,0.1130617625953345,-3.928728626016598,1,True,SELL,0.1025264860088914
2017-05-10,SELL,0.8,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.2162833436821554,0.2162833436821554,-3.7124452823344427,1,True,BUY,0.1130617625953345
2017-05-11,HOLD,0.89,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.1478425017958251,-0.0,-3.7124452823344427,1,True,SELL,0.2162833436821554
2017-05-12,BUY,0.77,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.4776444016897363,0.4776444016897363,-3.2348008806447064,1,True,HOLD,-0.0
2017-05-15,SELL,0.53,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.0686836058476858,0.0686836058476858,-3.1661172747970205,1,True,BUY,0.4776444016897363
2017-05-16,SELL,0.78,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-1.817825856948263,1.817825856948263,-1.3482914178487575,2,False,SELL,0.0686836058476858
2017-05-17,BUY,0.56,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.3686843188249522,0.3686843188249522,-0.9796070990238053,1,True,SELL,1.817825856948263
2017-05-18,HOLD,0.42,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.676749573068669,0.0,-0.9796070990238053,1,True,BUY,0.3686843188249522
2017-05-19,HOLD,0.64,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.5160114706536767,0.0,-0.9796070990238053,2,False,HOLD,0.0
2017-05-22,BUY,0.54,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.1837912799391938,0.1837912799391938,-0.7958158190846114,1,True,HOLD,0.0
2017-05-23,HOLD,0.51,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.2489138682966185,0.0,-0.7958158190846114,1,True,BUY,0.1837912799391938
2017-05-24,HOLD,0.56,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.4441875070184231,0.0,-0.7958158190846114,2,False,HOLD,0.0
